file_in_zip,doc_id,ext,num_pages,docket_id,date_guess,doc_type_guess,title_snippet
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0226-0002_Acknowledgement_Letter_to_Hyman__Phelps___McNamara.pdf,84accd37880b,pdf,1,FDA-2011-P-0226,2011,petition,"LA DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 FILE COPY March 30, 2011 Kurt R. Karst Hyman, Phelps & McNamara, P.C. 700 Thirteenth Street, NW Suite 1200 Washington, DC 20005-5929 Dear Mr. Karst: Your petition to the Food and Drug Administration requesting to designate Phytonadione Injection, 1MG/0.5ML, approved under ANDA No. 83-722, as a second RLD for purposes of submitting an ANDA for a generic version of this drug product, was…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0226-0003_Interim_Response_to_Hyman__Phelps___McNamara__P_C_.pdf,a054d8431178,pdf,1,FDA-2011-P-0226,2011,petition,";.;. r ,I/i· ((""'~ DEPARTMENT OF HEALTH 8> HUMAN SERVICES o~""''';:::l~ Food and Drug Administration Rockville MD 20857 SEP Kurt R. Karst Hyman, Phelps & McNamara, P.C. 700 Thirteenth Street, NW Suite 1200 Washington, DC 20005~5929 Re: Docket No. FDA-2011-P-0226 Dear Mr. Karst: I am writing to inform you that the Food and Drug Administration (FDA) has not yet resolved the issues raised in your citizen petition received on March 30, 2011. Your petition requests that the Agency amend the Approved …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0226-0004_FDA_CDER_response_to_Hyman__Phelps___McNamara__P_C.pdf,64db9ce42b3b,pdf,3,FDA-2011-P-0226,2011,petition,"~ stRV1C£S.(l""'1""Jy""~DEPARTMENT OF HEALTH &. HUMAN SERVICES Food and Drug Administration Rockville MD 20857 FEB 22 2012 . Kurt R. Karst Hyman, Phelps & McNamara, P.C. 700 Thirteenth Street, NW Suite 1200 Washington, DC 20005-5929 Re: Docket No. FDA-201 1 -P-0226 Dear Mr. Karst: This responds to your citizen petition dated March 30, 2011 (Petition), requesting that the Food and Drug Administration (FDA) designate International Medication Systems' (IMS) Phytonadione Injection, 1 miligram (mg)/0.5…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0227-0001_Intendis_Inc_Foley_and_Lardner_LLP_Citizen_Petitio.pdf,0f6e77699106,pdf,22,FDA-2011-P-0227,2011,petition,":FOLEY * FOLEY & LARDNER LLP 4366 MAR 30 A 1 :13 March 30, 2011FOLEY & LARDNER LLP ATTORNEYS AT LAW WASHINGTON HARBOUR 3000 K STREET, N.W., SUITE 500 WASHINGTON, D.C. 20007-5143 202.672.5300 TEL 202.672.5399 FAX www.foley.corn WRITER'S DIRECT LINE 202.672.5430 drosen@foley.com EMAIL VIA HAND DELIVERY Dockets Management Branch, HFA-305 Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 CITIZEN PETITION The undersigned, on behalf …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0227-0002_Acknowledgement_Letter_to_Indendis__Inc___Foley___.pdf,9131f13875f9,pdf,1,FDA-2011-P-0227,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 FILE COPY March 30, 2011 David L. Rosen, B.S. Parhm., J.D. Foley & Lardner LLP 300 K Street, N.W., Suite 500 Washington, DC 20007-5143 Dear Dr. Rosen: Your petition to the Food and Drug Administration requesting to issue a timely response to Intendis' August 13, 2010 comments on the May 2010 Draft Guidance on Azelaic Acid, was received by this office on 03/30/2011. It was assigned docket …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0227-0003_FDA_CDER_Interim_Response_to_Intendis_Inc_Foley_an.pdf,dd9bc14cc364,pdf,1,FDA-2011-P-0227,2011,petition,"t/r"" if-if. 3 "","" rI (I t/J DEPARTMENT OF HEALTH &. HUMAN SERVICES Food and Drug Administration Rockville MD 20857 SEP 26 2011 . David L Rosen Foley & Lardner LLP 3000 K Street, N. W., Suite 500 Washington, DC 20007-5143 Re: Docket No. FDA-20 I1-P-0227 Dear Mr. Rosen: I am writing to inform you that the Food and Drug Administration (FDA) has not yet resolved the issues raised in your citizen petition received on March 30, 2011, and submitted on behalf of Intendis, Inc. Your petition requests th…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0227-0004_FDA_CDER_Interim_Response_to_Intendis_Inc_Foley_an.pdf,664de9cf4c74,pdf,8,FDA-2011-P-0227,2011,petition,"~stltVIC'S.(.t ~""~Iy""~DEPARTMENT OF HEALTH &. HUMAN SERVICES Food and Drug Administration Rockvile MD 20857 JUN 22 2012 . David L. Rosen Foley & Lardner LLP 3000 K Street, N.W., Suite 500 Washington, DC 20007-5143 Re: Docket No. FDA-2011-P-0227 Dear Mr. Rosen: This letter responds to your citizen petition submitted on behalf of Intendis, Inc. (Intendis), and received by the Food and Drug Administration (FDA or the Agency) on March 30, 2011 (Petition). With the Petition, you enclosed comments th…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0267-0001_Lachman_Consultant_Services__Inc____Citizen_Petiti.pdf,07d28f4fa49c,pdf,3,FDA-2011-P-0267,2011,petition,"LACHMAN CONSULTANT SERVICES, INC. CONSULTANTS TO THE PHARMACEUTICAL AND ALLIED INDUSTRIES 1600 STEWART AVENUE, SUITE 604, WESTBURY, NY 11590 (516) 222-6222 • FAX (516) 683-1887 April 8, 2011 2011 APR I I A 8 : 3 5 OVERNIGHT COURIER 4/8/11 Division of Dockets Management Food and Drug Administration (HFA-305) 5630 Fishers Lane Room 1061 Rockville, MD 20852 Citizen Petition Dear Sir or Madam: The undersigned submits this petition on behalf of a client in quadruplicate pursuant to 21 CFR 10.30 and …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0267-0002_Acknowledgement_Letter_to_Lachman_Consultant_Servi.pdf,bad4b5141273,pdf,1,FDA-2011-P-0267,2011,petition,"se'S. DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service "".4k Food and Drug Administration Rockville MD 20857 FILE COPY April 11, 2011 Robert W. Pollock Executive Vice President Lachman Consultant Services, Inc. 1600 Stewart Avenue, Suite 604 Westbury, NY 11590 Dear Mr. Pollock: Your petition to the Food and Drug Administration to determine whether Nimotope (nimodipine) Capsules, 30 mg has been voluntarily withdrawn / discontinued from marketing for safety or efficacy reas , was receiv…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0267-0003_blank_divider_page_Placeholder.pdf,dd6e4a2afbd3,pdf,1,FDA-2011-P-0267,2011,petition,"DEPARTMENT OF HEALTH &. HUMAN SERVICES Food and Drug Administration Rockville MD 20857 OCT - 7 2011 zon Gel I2 P \2:0 \ Robert W. Pollock Executive Vice President Lachman Consultant Services, Inc. 1600 Stewart Ave., Suite 604 Westbury, NY 11590 Re: Docket No. FDA-20II-P-0267 Dear Mr. Pollock: I am writing to inform you that the Food and Drug Administration (FDA) has not yet resolved the issues raised in your citizen petition received on April 11, 2011. Your petition requests that the Agency det…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0267-0004_Determination_That_NIMOTOP__Nimodipine__Capsules__.pdf,4fe15f422cba,pdf,3,FDA-2011-P-0267,2011,petition,"18559 Federal Register / Vol. 79, No. 63 / Wednesday, April 2, 2014 / Notices FOR FURTHER INFORMATION CONTACT : Na’Im R. Moses, Center for Drug Evaluation and Research, Food and Drug Administration, 10903 New Hampshire Ave. Bldg. 51, Rm. 6226, Silver Spring, MD 20993–0002, 240– 402–3990. SUPPLEMENTARY INFORMATION : In 1984, Congress enacted the Drug Price Competition and Patent Term Restoration Act of 1984 (Pub. L. 98–417) (the 1984 amendments), which authorized the approval of duplicate versio…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0267-0005_Letter_from_FDA_CDER_to_Lachman_Consultant_Service.pdf,7c89eacdbc4a,pdf,4,FDA-2011-P-0267,2011,other,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0276-0001_Environmental_Working_Group__EWG____Citizen_Petiti.pdf,67d0b2c82b9e,pdf,26,FDA-2011-P-0276,2011,petition,"eNVIRONMENTAL WORKING GROUP www.ewg.org April 12, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 208524393 11 11922 CITIZEN PETITION FOR REGULATORY ACTION TO ) ADDRESS SAFETY CONCERNS SURROUNDING ) KERATIN HAIR-STRAIGHTENERS THAT CONTAIN ) FORMALDEHYDE AND FORMALDEHYDE- ) RELEASING CHEMICALS AS INGREDIENTS ) Via Federal Express By the Environmental Working Group CITIZEN PETITION Environmental Wo…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0276-0003_Acknowledgement_Letter_to_Environmental_Working_Gr.pdf,76db4b83b06d,pdf,1,FDA-2011-P-0276,2011,petition,"/ DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service 1 1 t 1 <7:4Z Food and Drug Administration Rockville MD 20857 April 14, 2011 Thomas Cluderay Staff Attorney Environmental Working Group 1436 U St. NW, Suite 100 Washington, DC 20009F1L E COP Y Dear Mr. Cluderay: Your petition to the Food and Drug Administration to Address Safety Concerns Surrounding Keratin Hair-Straighteners that contain Formaldehyde and Formaldehyde-Releasing Chemicals as Ingredients, was received by this office on…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0276-0004_Environmental_Working_Group__EWG____Amendment.pdf,ebff3d4e022d,pdf,2,FDA-2011-P-0276,2011,petition,"eNVIRONMENTAL WORKING GROUP www.ewg.org July 25, 2011 Division of Dockets Management U.S. Food and Drug Administration 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Re: Citizen Petition Amendment Docket No. FDA-2011-P-0276-0001/CP Dear Sir or Madam:21311 lit 28 A II: 52 The Environmental Working Group (EWG) submits the following amendment to a citizen petition filed in April 2011, regarding keratin hair-straighteners that contain formaldehyde and formaldehyde-releasing chemicals as ingredien…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0276-0005_Interim_Response_to_Environmental_Working_Group___.pdf,07dfc19db718,pdf,1,FDA-2011-P-0276,2011,petition,"""..."""",~ DEPARTME 1'1' OFHEAI.TH A1';'U Hl.JMA • SERVICES (~rood alld Drug Aclminis!r<Jlinn College Park, MD 20740 t..-::::k'L..... September 6, 2011 \1r, Thomas Cluderay Staff Attorney Environmental \\'orking Group 1436 U Street :\',W.. Suite 100 \\'ashinglOn. DC 20009 Re: Docket -:\umber FDA-20 l1-P-0276-000 I 'CP Dcar ;VIr Cludera;< This letter lS in response to your citizen petitIon, dat~d April 12, 20J 1 and likd on April 14.20] 1, Tn this letter you request that the Food and Drug /\dminis…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0276-0006_Final_Letter_from_CFSAN_to_Environmental_Working_G.pdf,ecebbaefcb98,pdf,28,FDA-2011-P-0276,2011,petition,"Thomas Cluderay Jane Houlihan Environmental Working Group 1436 U St., NW, Suite 100 Washington, DC 20009 Dear Mr. Cluderay and Ms. Houlihan: U.S. FOOD & DRUG MAR Z 8 2017 Re: Docket No. FDA-2011-P-0276 This letter responds to your Citizen Petition, dated April 12, 2011, as amended by letter dated July 25, 2011, (""Petition"") regarding hair smoothers that release fonnaldehyde during the treatment process. (Petition at 1 ). In your Petition, you express concern that the formaldehyde released durin…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0290-0001_Northeast_Scientific__Inc___Fuerst_Ittleman__PL___.pdf,f96e81694934,pdf,17,FDA-2011-P-0290,2011,petition,"HFUERST ITTLEMAN PL Attorneys and Counselors at Law 20H APR 20 P 3 : 20 Mitchell S. Fuerst, Esq. 305.350.5691 mfuerst@fuerstlaw.com April 15, 2011 Sent Via Certified Mail and Electronic Mail Division of Dockets Management Food and Drug Administration 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Re: Petition for Reconsideration — Northeast Scientific, Inc. 510(k) No. K090661 Pursuant to 21 C.F.R. §§ 10.20 and 10.33, please find enclosed four (4) copies of Northeast Scientific, Inc.'s Petitio…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0290-0003_Acknowledgement_Letter_to_Northeast_Scientifc__Inc.pdf,5285d03da474,pdf,1,FDA-2011-P-0290,2011,petition,"Public Health Service DEPARTMENT OF HEALTH & HUMAN SERVICES „1/4(7,11 Food and Drug Administration Rockville MD 20857 r;LE COPY April 20, 2011 Mitchell S. Fuerst, Esq. Fuerst Ittleman PL 1001 Brickell Bay Drive Suite 2002 Miami, FL 33131 Dear Mr. Fuerst: Your Petition for Reconsideration submitted on behalf of Northeast Scientific, Inc., regarding the Agency decision on premarket notification submission 510(k) No: K090661, was received by this office on 04/20/2011. It was assigned docket number…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0290-0004_FDA_OC_Decision_Letter.pdf,6def6ce322e5,pdf,1,FDA-2011-P-0290,2011,petition,"(""~ DEPARTMENT OF HEALTH & HUMAN SERVICES ~~ MitchellS. Fuerst, Esq. ""Fuerst Ittleman PL 1001 Brickell Bay Drive Suite 2002 Miami, FL 33131 AUG 16 2011 Food and Drug Administration Rockville MD 20857 Re: Petition for Reconsideration of FDA 's Not Substantially Equivalent (NSE) Determination/or K090661 Dear Mr. Fuerst: This letter responds to your above-referenced petition for reconsideration under 21 CFR 10.33. As discussed in further detail below, we are denying your petition without prejudice…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0291-0001_Actavis_Inc____Citizen_Petition.pdf,37396f8b1be9,pdf,9,FDA-2011-P-0291,2011,petition,"awil- h 2-4„wt.\ ki-ktavis creating va (lie in pharrnaceuticafs April 20, 2011 2011 APR 21 A 10: 2 q BY OVERNIGHT MAIL Division of Dockets Management (HFA-305) U.S. Food and Drug Administration 5630 Fishers Lane Room 1061 Rockville, MD 20852 CITIZEN PETITION Dear Sir or Madam, The undersigned submits this petition in quadruplicate pursuant to 21 C.F.R. §§ 10.30 and 314.161. A. Action Requested The petitioner requests that the Commissioner of the Food and Drug Administration (FDA) determine that…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0291-0002_Acknowledgement_Letter_to_Actavis_Inc_.pdf,02b289a8a25e,pdf,1,FDA-2011-P-0291,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service 7:72 Food and Drug Administration ri Rockville MD 209 April 21, 2011 Terri Nataline Vice President Regulatory and Medical Affairs Actavis, Inc. 60 Columbia Rd. Bldg. B Morristown, NJ 07960 Dear Ms. Nataline: Your petition to the Food and Drug Administration requesting to determine that JENLOGA® (clonidine hydrochloride) Extended -Release Tablets, 0.1 mg and 0.2 mg were not voluntarily withdrawn for safety or efficacy reasons, was recei…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0291-0003_Interim_Response_to_Actavis_Inc____Letter.pdf,c4c9f73fd14a,pdf,1,FDA-2011-P-0291,2011,petition,"DEPARTMENT OF HEALTH &.. HUMAN SERVICES Food and Drug AdminiWation Rockville MD 20857 53 48 11 OCT 19 P4 59 OCT 17 2011 Terri Nataline Vice President, Regulatory and Medical Affairs Actavis, Inc. 60 Columbia Rd., Bldg. B Morristown, NJ 07960 Re: Docket No. FDA-2011-P-0291 Dear Ms. Nataline: I am writing to inform you that the Food and Drug Administration (FDA or Agency) has not yet resolved the issues raised in your citizen petition received on April 21, 2011, and submitted on behalf of Actavis…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0291-0004_Determinations_That_Drugs_Were_Not_Withdrawn_from_.pdf,3ee5796573f3,pdf,2,FDA-2011-P-0291,2011,petition,"7582 Federal Register / Vol. 77, No. 29 / Monday, February 13, 2012 / Notices FOR FURTHER INFORMATION CONTACT : Kristiana Brugger, Center for Drug Evaluation and Research, Food and Drug Administration, 10903 New Hampshire Ave., Bldg. 51, rm. 6262, Silver Spring, MD 20993–0002, 301– 796–3601. SUPPLEMENTARY INFORMATION : In 1984, Congress enacted the Drug Price Competition and Patent Term Restoration Act of 1984 (Pub. L. 98–417) (the 1984 amendments), which authorized the approval of duplicate ve…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0291-0005_FDA_CDER_to_Actavis__Inc____Letter.pdf,c020d13eedae,pdf,3,FDA-2011-P-0291,2011,petition,"""'+.~4""""ICE$'''E.( E',..,.f-DEPARTMENT OF HEALTH &. HUMAN SERVICES Food and Drug Administration Rockvile MD 20857 Februar 13,2012 . Terri Nataline Vice President Regulatory and Medical Affairs Actavis, Inc. 60 Columbia Rd., Bldg. B Morristown, NJ 07960 Re: Docket No. FDA-2011-P-0291 Dear Ms. Nataline: This letter responds to your citizen petition received on April 21, 2011, requesting that the Food and Drug Administration (FDA) determine whether JENLOGA (clonidine hydrochloride) Extended-Releas…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0292-0001_Actavis_Inc____Citizen_Petition.pdf,07c74756a3a3,pdf,9,FDA-2011-P-0292,2011,petition,"(-1-tavis creating vafue in pharmaceutkak 2011 APR 21 A 10 : 2 9 Apri120, 2011 BY OVERNIGHT MAIL Division of Dockets Management (HFA-305) U.S. Food and Drug Administration 5630 Fishers Lane Room 1061 Rockville, MD 20852 CITIZEN PETITION Dear Sir or Madam, The undersigned submits this petition in quadruplicate pursuant to 21 C.F.R. §§ 10.30 and 314.161. A. Action Requested The petitioner requests that the Commissioner of the Food and Drug Administration (FDA) determine that KAPVAY® (clonidine hy…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0292-0002_Acknowledgement_Letter_to_Actavis_Inc_.pdf,efb5333b6f20,pdf,1,FDA-2011-P-0292,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 r April 21, 2011 riLL LoJi Terri Nataline Vice President Regulatory and Medical Affairs Actavis, Inc. 60 Columbia Rd. Bldg. B Morristown, NJ 07960 Dear Ms. Nataline: Your petition to the Food and Drug Administration requesting to determine that KAPVAY® (clonidine hydrochloride) Extended -Release Tablets, 0.2 mg were not voluntarily withdrawn for safety or efficacy reasons, was received by…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0292-0003_Interim_Response_to_Actavis_Inc____Letter.pdf,6dda3c31c26c,pdf,1,FDA-2011-P-0292,2011,petition,"DEPARTMENT OF HEALTH &. HUMAN SERVICES Food and Drug Administration Rockville MD 20857OCT 17 2011 5349 11 OCT19 P4 :59 Tern Nataline Vice President, Regulatory and Medical Affairs Actavis, Inc. 60 Columbia Rd., Bldg. B Morristown, NJ 07960 Re: Docket No. FDA-2011-P-0292 Dear Ms. Nataline: I am writing to inform you that the Food and Drug Administration (FDA or Agency) has not yet resolved the issues raised in your citizen petition received on April 21, 20 I 1, and submitted on behalf ofActavis,…"
